iter	MAE
251	0.05057599539
252	0.05057251832
253	0.0505674159
254	0.05056019458
255	0.05055449471
256	0.05055043504
257	0.05054944425
258	0.05054048254
259	0.05052775803
260	0.0505260028
261	0.05051515227
262	0.05051066585
263	0.05050465427
264	0.05050219397
265	0.0504984757
266	0.05049445314
267	0.05049000754
268	0.05047887869
269	0.05047804746
270	0.05047685999
271	0.05047358331
272	0.05047094118
273	0.05046937892
274	0.0504663286
275	0.0504618162
276	0.05045606809
277	0.0504499155
278	0.0504407163
279	0.05043576231
280	0.05043477523
281	0.05043402563
282	0.05043251161
283	0.05042414364
284	0.05042189115
285	0.05041446945
286	0.05041082539
287	0.05040796061
288	0.05040318475
289	0.05039695423
290	0.05039210043
291	0.05038572519
292	0.05038335396
293	0.05037328271
294	0.0503662692
295	0.05036178649
296	0.05035954885
297	0.05034944049
298	0.05034324708
299	0.05033458224
300	0.05033104951
301	0.0503212677
302	0.05031918963
303	0.05031179019
304	0.05030880295
305	0.05030473957
306	0.05029903599
307	0.05029183694
308	0.05028576599
309	0.05028421856
310	0.05028097528
311	0.05027771344
312	0.05027630332
313	0.05026610219
314	0.05026074372
315	0.05025612
316	0.05025363373
317	0.05024581496
318	0.05024417476
319	0.05024302069
320	0.05024122835
321	0.05023420371
322	0.0502275316
323	0.05022615858
324	0.05022300065
325	0.05021886305
326	0.05021551957
327	0.05021398328
328	0.05020851348
329	0.05020209371
330	0.05019564054
331	0.05019322477
332	0.0501920373
333	0.05018986274
334	0.05018606654
335	0.05018204769
336	0.05017610662
337	0.05017130849
338	0.05017079639
339	0.05016881479
340	0.05015961559
341	0.05015652817
342	0.05015471727
343	0.05015348898
344	0.05015043866
345	0.05014663504
346	0.05014031917
347	0.05013725029
348	0.05013369159
349	0.05012793977
350	0.05012329749
351	0.05011941594
352	0.05011654745
353	0.05011111106
354	0.05010726661
355	0.05010145542
356	0.05009777797
357	0.05009647175
358	0.05009233415
359	0.05009021154
360	0.0500845562
361	0.05007866337
362	0.05007284104
363	0.05006859954
364	0.05006612069
365	0.0500635231
366	0.05005743359
367	0.05005573402
368	0.05004927343
369	0.05004411534
370	0.05003812232
371	0.05003064866
372	0.05002682649
373	0.05002138267
374	0.05000997922
375	0.0500075783
376	0.05000099525
377	0.04999363663
378	0.04998935802
379	0.04998326851
380	0.04997044752
381	0.04996186803
382	0.04995691034
383	0.04995511057
384	0.04995012319
385	0.04994608949
386	0.04994102789
387	0.04993435949
388	0.04993131288
389	0.04992500815
390	0.04992185392
391	0.04991536735
392	0.04990786772
393	0.04990492873
394	0.04989971869
395	0.04989707286
396	0.04989422663
397	0.0498782106
398	0.04987188731
399	0.04986662161
